entry_id,name,specialty,degree,experience,experience_years,consultation_fee,rating,bangalore_location,latitude,longitude,google_maps_link,coordinates,location_index,source_url,scraped_at,scraping_session,created_at,updated_at
16,Huzefa Suratwala  Ismail,general-physician,"MBBS, DNB, DNB - General Medicine, Diploma Tuberculosis Chest Diseases (DTCD)",27 Years Experience Overall  (18 years as specialist),27,700,4.5,Bangalore,12.887798276071,77.651156757018,"http://www.google.com/maps/place/12.887798276071,77.651156757018","12.887798276071,77.651156757018",2,https://www.practo.com/bangalore/doctor/dr-huzefa-general-physician-1,2025-09-04T22:38:18.986545,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
17,Huzefa Suratwala  Ismail,general-physician,"MBBS, DNB, DNB - General Medicine, Diploma Tuberculosis Chest Diseases (DTCD)",27 Years Experience Overall  (18 years as specialist),27,700,4.5,Bangalore,12.9203135,77.651483,"http://www.google.com/maps/place/12.9203135,77.651483","12.9203135,77.651483",3,https://www.practo.com/bangalore/doctor/dr-huzefa-general-physician-1,2025-09-04T22:38:18.986545,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
18,Anitha M Dias,general-physician,"MBBS, MD - General Medicine",33 Years Experience Overall  (28 years as specialist),33,1000,3.5,Bangalore,12.95959,77.64937,"http://www.google.com/maps/place/12.95959,77.64937","12.95959,77.64937",1,https://www.practo.com/bangalore/doctor/dr-anitha-m-dias-internal-medicine,2025-09-04T22:38:25.844716,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
19,Shilpa Singi,general-physician,"DNB - General Medicine, MBBS",26 Years Experience Overall  (19 years as specialist),26,650,4.0,Marathahalli,12.956102314138018,77.7112604,"http://www.google.com/maps/place/12.956102314138018,77.7112604","12.956102314138018,77.7112604",1,https://www.practo.com/bangalore/doctor/dr-shilpa-singi-general-physician,2025-09-04T22:38:33.320519,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
20,Prakash G K,general-physician,"MBBS, MD - General Medicine",50 Years Experience Overall  (44 years as specialist),50,700,4.5,Kasturi Nagar,13.010432635310371,77.65827119350433,"http://www.google.com/maps/place/13.010432635310373,77.65827119350433","13.010432635310373,77.65827119350433",1,https://www.practo.com/bangalore/doctor/prakash-g-k-general-physician,2025-09-04T22:38:41.136636,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
21,Mahanthagouda Earanna,general-physician,"MBBS, MD - General Medicine, Fellowship in Gastroenterology",17 Years Experience Overall  (12 years as specialist),17,600,4.5,Bangalore,12.977088176803148,77.60396075209428,"http://www.google.com/maps/place/12.977088176803148,77.60396075209428","12.977088176803148,77.60396075209428",1,https://www.practo.com/bangalore/doctor/dr-earanna-general-physician,2025-09-04T22:38:46.890740,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
22,Srinath A,general-physician,"MBBS, MRCP (UK), MD - General Medicine, CCT - Endocrinology and Diabetes Mellitus",32 Years Experience Overall  (10 years as specialist),32,700,4.5,Bangalore,12.90287,77.4978,"http://www.google.com/maps/place/12.90287,77.4978","12.90287,77.4978",1,https://www.practo.com/bangalore/doctor/dr-srinath-a-endocrinologist-3-endocrinologist,2025-09-04T22:38:53.530670,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
23,Srinath A,general-physician,"MBBS, MRCP (UK), MD - General Medicine, CCT - Endocrinology and Diabetes Mellitus",32 Years Experience Overall  (10 years as specialist),32,700,4.5,Bangalore,12.943923,77.489934,"http://www.google.com/maps/place/12.943923,77.489934","12.943923,77.489934",2,https://www.practo.com/bangalore/doctor/dr-srinath-a-endocrinologist-3-endocrinologist,2025-09-04T22:38:53.530670,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
24,Deviprasad Hegde,general-physician,"MBBS, MD - General Medicine",30 Years Experience Overall  (23 years as specialist),30,700,4.0,Bangalore,12.854521,77.662519,"http://www.google.com/maps/place/12.854521,77.662519","12.854521,77.662519",1,https://www.practo.com/bangalore/doctor/deviprasad-hegde-general-physician,2025-09-04T22:38:57.771169,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
25,Vinay Hosadurga,general-physician,"MBBS, MD - General Medicine",18 Years Experience Overall  (13 years as specialist),18,950,4.0,Bangalore,12.904012,77.560366,"http://www.google.com/maps/place/12.904012,77.560366","12.904012,77.560366",1,https://www.practo.com/bangalore/doctor/dr-vinay-hosadurga-general-medicine,2025-09-04T22:39:05.136068,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
26,Ramesh Dalwai,general-physician,"MBBS, FRCS - General Surgery",22 Years Experience Overall,22,800,4.5,HSR Layout,12.916126234147,77.630543595879,"http://www.google.com/maps/place/12.916126234147,77.630543595879","12.916126234147,77.630543595879",1,https://www.practo.com/bangalore/doctor/ramesh-dalwai-spine-surgeon,2025-09-04T22:39:09.728349,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
27,Nithin Prakash,general-physician,MBBS,22 Years Experience Overall,22,700,5.0,JP Nagar,13.034495771359,77.629196811005,"http://www.google.com/maps/place/13.034495771359,77.629196811005","13.034495771359,77.629196811005",1,https://www.practo.com/bangalore/doctor/dr-nithin-prakash-cardiologist,2025-09-04T22:39:17.636337,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
28,Shalini Rajesh,general-physician,MBBS,31 Years Experience Overall,31,750,5.0,Bangalore,12.883429359113,77.550292854957,"http://www.google.com/maps/place/12.883429359113,77.550292854957","12.883429359113,77.550292854957",1,https://www.practo.com/bangalore/doctor/dr-shalini-rajesh-endocrinologist,2025-09-04T22:39:22.655205,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
29,Divya T K,general-physician,"MBBS, DNB - Family Medicine",16 Years Experience Overall  (9 years as specialist),16,700,4.5,Bangalore,12.977088176803148,77.60396075209428,"http://www.google.com/maps/place/12.977088176803148,77.60396075209428","12.977088176803148,77.60396075209428",1,https://www.practo.com/bangalore/doctor/dr-divya-t-k-family-physician,2025-09-04T22:39:30.954738,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
30,Raja Selvarajan,general-physician,"MBBS, MD - Internal Medicine,  FRCP",19 Years Experience Overall  (14 years as specialist),19,750,4.5,Domlur,12.96627792131,77.636577234278,"http://www.google.com/maps/place/12.96627792131,77.636577234278","12.96627792131,77.636577234278",1,https://www.practo.com/bangalore/doctor/dr-raja-selvarajan-diabetologist,2025-09-04T22:39:36.341157,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
31,Suresh C H,general-physician,"MBBS, MD - General Medicine",15 Years Experience Overall  (11 years as specialist),15,600,5.0,Bangalore,12.871254218489,77.616687091147,"http://www.google.com/maps/place/12.871254218489,77.616687091147","12.871254218489,77.616687091147",1,https://www.practo.com/bangalore/doctor/dr-suresh-c-h-internal-medicine,2025-09-04T22:39:42.772952,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
32,Jahnavi Daram,general-physician,MBBS,16 Years Experience Overall,16,1000,5.0,Bangalore,12.9912,77.7232,"http://www.google.com/maps/place/12.9912,77.7232","12.9912,77.7232",1,https://www.practo.com/bangalore/doctor/dr-jahnavi-daram-general-physician,2025-09-04T22:39:48.292473,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
33,Divya Kiran S,general-physician,"MBBS, MD - General Medicine",16 Years Experience Overall,16,750,4.5,Malleswaram,12.993238,77.576277,"http://www.google.com/maps/place/12.993238,77.576277","12.993238,77.576277",1,https://www.practo.com/bangalore/doctor/dr-divya-kiran-s-general-physician,2025-09-04T22:39:54.827752,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
34,Tejas Suresh Rao,general-physician,"MBBS, MD - General Medicine",15 Years Experience Overall  (12 years as specialist),15,950,4.5,Bangalore,13.01418,77.55595,"http://www.google.com/maps/place/13.01418,77.55595","13.01418,77.55595",1,https://www.practo.com/bangalore/doctor/tejas-suresh-rao-general-physician,2025-09-04T22:40:00.658709,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
35,Abdul Majid,general-physician,MBBS,48 Years Experience Overall,48,1000,4.5,Jayanagar,13.01418,77.55595,"http://www.google.com/maps/place/13.01418,77.55595","13.01418,77.55595",1,https://www.practo.com/bangalore/doctor/dr-abdul-majid-dermatologist-cosmetologist,2025-09-04T22:40:07.142761,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
36,Pooja Balaji,general-physician,"MBBS, DNB - Family Medicine",29 Years Experience Overall,29,700,4.5,Indiranagar,12.97847,77.63751,"http://www.google.com/maps/place/12.97847,77.63751","12.97847,77.63751",1,https://www.practo.com/bangalore/doctor/dr-pooja-general-physician,2025-09-04T22:40:14.786850,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
37,N Praveen Kumar,general-physician,"MBBS, MD - General Medicine, Fellowship in Non-Invasive Cardiology (FIC)",18 Years Experience Overall,18,500,4.0,Yelahanka,13.09958,77.58133,"http://www.google.com/maps/place/13.09958,77.58133","13.09958,77.58133",1,https://www.practo.com/bangalore/doctor/dr-n-praveen-kumar-cardiologist,2025-09-04T22:40:21.798009,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
38,Prashant Dinesh,general-physician,MBBS,23 Years Experience Overall,23,700,4.5,Ulsoor,12.974771239196,77.618365205281,"http://www.google.com/maps/place/12.974771239196,77.618365205281","12.974771239196,77.618365205281",1,https://www.practo.com/bangalore/doctor/prashant-dinesh-general-physician,2025-09-04T22:40:38.048293,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
39,Leelamohan PVR,general-physician,"MBBS, MD - General Medicine",16 Years Experience Overall  (10 years as specialist),16,750,3.5,HSR Layout,12.9078713,77.6518865,"http://www.google.com/maps/place/12.9078713,77.6518865","12.9078713,77.6518865",1,https://www.practo.com/bangalore/doctor/leelamohan-pvr-gynecologist-obstetrician,2025-09-04T22:40:43.426641,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
40,Pratyush M,general-physician,"MBBS, MD - General Medicine",17 Years Experience Overall  (11 years as specialist),17,850,4.0,Jayanagar,12.9281467,77.5970283,"http://www.google.com/maps/place/12.9281467,77.5970283","12.9281467,77.5970283",1,https://www.practo.com/bangalore/doctor/dr-pratyush-miglani-internal-medicine,2025-09-04T22:40:49.304935,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
41,Diptee,general-physician,MBBS,10 Years Experience Overall,10,500,4.5,Bannerghatta Road,12.867943798133,77.597825936973,"http://www.google.com/maps/place/12.867943798133,77.597825936973","12.867943798133,77.597825936973",1,https://www.practo.com/bangalore/doctor/dr-diptee-general-physician,2025-09-04T22:40:56.414149,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
42,Diptee,general-physician,MBBS,10 Years Experience Overall,10,500,4.5,Bannerghatta Road,12.864037529777129,77.61711807116437,"http://www.google.com/maps/place/12.864037529777127,77.61711807116437","12.864037529777127,77.61711807116437",2,https://www.practo.com/bangalore/doctor/dr-diptee-general-physician,2025-09-04T22:40:56.414149,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
43,Preeti Gupta,general-physician,MBBS,32 Years Experience Overall,32,700,4.0,Bellandur,12.926312,77.67652,"http://www.google.com/maps/place/12.926312,77.67652","12.926312,77.67652",1,https://www.practo.com/bangalore/doctor/dr-preeti-gupta-general-physician-2,2025-09-04T22:41:00.961307,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
44,Shivaprasad C,general-physician,"MBBS, MD - General Medicine",32 Years Experience Overall  (23 years as specialist),32,700,5.0,BTM Layout,12.916280807224265,77.60417103767395,"http://www.google.com/maps/place/12.916280807224265,77.60417103767395","12.916280807224265,77.60417103767395",1,https://www.practo.com/bangalore/doctor/shivaprasad-c-general-physician,2025-09-04T22:41:06.996585,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
45,Lokesh S,general-physician,"MBBS, MD - General Medicine",15 Years Experience Overall  (14 years as specialist),15,300,4.2,Bangalore,12.862434018935,77.767876285309,"http://www.google.com/maps/place/12.862434018935,77.767876285309","12.862434018935,77.767876285309",1,https://www.practo.com/bangalore/doctor/dr-lokesh-s-internal-medicine,2025-09-04T22:41:14.396376,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
46,Ashok.M.L,general-physician,"MBBS, MD - General Medicine",34 Years Experience Overall,34,750,3.5,Banashankari,12.936327765036,77.584438025951,"http://www.google.com/maps/place/12.936327765036,77.584438025951","12.936327765036,77.584438025951",1,https://www.practo.com/bangalore/doctor/dr-ashok-m-l-1-diabetologist,2025-09-04T22:41:19.756648,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
47,Tejeswini Deepak,general-physician,"MBBS, MD - General Medicine",28 Years Experience Overall,28,1000,4.0,BTM Layout,12.93386,77.62023,"http://www.google.com/maps/place/12.93386,77.62023","12.93386,77.62023",1,https://www.practo.com/bangalore/doctor/dr-tejeswini-deepak-diabetologist,2025-09-04T22:41:26.772756,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
48,Dwijendra Prasad,general-physician,"MD - General Medicine, MBBS",24 Years Experience Overall  (21 years as specialist),24,850,4.0,Jayanagar,12.9281467,77.5970283,"http://www.google.com/maps/place/12.9281467,77.5970283","12.9281467,77.5970283",1,https://www.practo.com/bangalore/doctor/dwijendra-prasad-diabetologist,2025-09-04T22:41:33.622359,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
49,Kavya Perla,general-physician,"MBBS, DNB - General Medicine",10 Years Experience Overall  (4 years as specialist),10,850,4.0,Whitefield,12.95825,77.74538,"http://www.google.com/maps/place/12.95825,77.74538","12.95825,77.74538",1,https://www.practo.com/bangalore/doctor/kavya-perla-general-physician,2025-09-04T22:41:49.942221,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
50,Aswathy Mary James,general-physician,"MBBS, DNB - General Medicine",24 Years Experience Overall  (12 years as specialist),24,750,3.5,Jayanagar,12.936327765036,77.584438025951,"http://www.google.com/maps/place/12.936327765036,77.584438025951","12.936327765036,77.584438025951",1,https://www.practo.com/bangalore/doctor/aswathy-mary-james-internal-medicine,2025-09-04T22:41:56.720486,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
51,Sneha Savanur,general-physician,"MBBS, MD - General Medicine",13 Years Experience Overall  (9 years as specialist),13,500,4.0,Bangalore,12.858992687313,77.611912228167,"http://www.google.com/maps/place/12.858992687313,77.611912228167","12.858992687313,77.611912228167",1,https://www.practo.com/bangalore/doctor/dr-sneha-savanur-general-physician,2025-09-04T22:42:01.828532,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
52,Rupashree S P,general-physician,"MBBS, DNB - General Medicine",34 Years Experience Overall  (27 years as specialist),34,800,4.0,Koramangala,12.93386,77.62023,"http://www.google.com/maps/place/12.93386,77.62023","12.93386,77.62023",1,https://www.practo.com/bangalore/doctor/dr-rupashree-general-physician,2025-09-04T22:42:08.007583,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
53,Rajendra Prasad,general-physician,"MD - General Medicine, MBBS",38 Years Experience Overall  (37 years as specialist),38,800,3.5,Indiranagar,12.965645950024369,77.64177174634308,"http://www.google.com/maps/place/12.965645950024369,77.64177174634308","12.965645950024369,77.64177174634308",1,https://www.practo.com/bangalore/doctor/dr-rajendra-prasad-1-internal-medicine,2025-09-04T22:42:12.910643,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
54,Rajendra Prasad,general-physician,"MD - General Medicine, MBBS",38 Years Experience Overall  (37 years as specialist),38,800,3.5,Indiranagar,12.93393,77.61605,"http://www.google.com/maps/place/12.93393,77.61605","12.93393,77.61605",2,https://www.practo.com/bangalore/doctor/dr-rajendra-prasad-1-internal-medicine,2025-09-04T22:42:12.910643,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
55,Rajendra Prasad,general-physician,"MD - General Medicine, MBBS",38 Years Experience Overall  (37 years as specialist),38,800,3.5,Indiranagar,12.956031,77.717035,"http://www.google.com/maps/place/12.956031,77.717035","12.956031,77.717035",3,https://www.practo.com/bangalore/doctor/dr-rajendra-prasad-1-internal-medicine,2025-09-04T22:42:12.910643,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
56,Pradeep Hosamani,general-physician,"MBBS, MS - ENT, DNB - ENT",24 Years Experience Overall  (16 years as specialist),24,740,3.5,Seshadripuram,12.9878536,77.571869,"http://www.google.com/maps/place/12.9878536,77.571869","12.9878536,77.571869",1,https://www.practo.com/bangalore/doctor/pradeep-hosamani-ear-nose-throat-ent-specialist,2025-09-04T22:42:18.215589,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
57,Pradeep Hosamani,general-physician,"MBBS, MS - ENT, DNB - ENT",24 Years Experience Overall  (16 years as specialist),24,740,3.5,Seshadripuram,12.89666,77.59855,"http://www.google.com/maps/place/12.89666,77.59855","12.89666,77.59855",2,https://www.practo.com/bangalore/doctor/pradeep-hosamani-ear-nose-throat-ent-specialist,2025-09-04T22:42:18.215589,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
58,Balakrishna GK,general-physician,"MBBS, MD - General Medicine",39 Years Experience Overall  (32 years as specialist),39,400,4.5,Bangalore,12.90287,77.4978,"http://www.google.com/maps/place/12.90287,77.4978","12.90287,77.4978",1,https://www.practo.com/bangalore/doctor/dr-balakrisna-gk-internal-medicine,2025-09-04T22:42:23.175199,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
59,Aravind G. M.,general-physician,"MBBS, DNB - General Medicine, doctor through the doctor's profile on Practo",24 Years Experience Overall  (23 years as specialist),24,750,4.5,Jayanagar,12.9172099,77.5919161,"http://www.google.com/maps/place/12.9172099,77.5919161","12.9172099,77.5919161",1,https://www.practo.com/bangalore/doctor/dr-aravind-g-m-internal-medicine,2025-09-04T22:42:30.340240,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
60,Aravind G. M.,general-physician,"MBBS, DNB - General Medicine, doctor through the doctor's profile on Practo",24 Years Experience Overall  (23 years as specialist),24,750,4.5,Jayanagar,12.8633898,77.6135936,"http://www.google.com/maps/place/12.8633898,77.6135936","12.8633898,77.6135936",2,https://www.practo.com/bangalore/doctor/dr-aravind-g-m-internal-medicine,2025-09-04T22:42:30.340240,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
61,Vinay D,general-physician,"MD - Internal Medicine, MBBS, FNB - Infectious Disease",18 Years Experience Overall  (17 years as specialist),18,1000,3.5,Bannerghatta Road,12.89666,77.59855,"http://www.google.com/maps/place/12.89666,77.59855","12.89666,77.59855",1,https://www.practo.com/bangalore/doctor/dr-vinay-d-1-infectious-diseases-physician,2025-09-04T22:42:35.634020,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
62,Vinay D,general-physician,"MD - Internal Medicine, MBBS, FNB - Infectious Disease",18 Years Experience Overall  (17 years as specialist),18,1000,3.5,Bannerghatta Road,12.92373854758,77.551917103229,"http://www.google.com/maps/place/12.92373854758,77.551917103229","12.92373854758,77.551917103229",2,https://www.practo.com/bangalore/doctor/dr-vinay-d-1-infectious-diseases-physician,2025-09-04T22:42:35.634020,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
63,Ashwitha R Nayak,general-physician,MBBS,8 Years Experience Overall,8,350,5.0,JP Nagar,12.90164,77.58246,"http://www.google.com/maps/place/12.90164,77.58246","12.90164,77.58246",1,https://www.practo.com/bangalore/doctor/dr-ashwitha-r-nayak-general-physician,2025-09-04T22:42:40.313393,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
64,Thara Nair,general-physician,"MBBS, doctor through the doctor's profile on Practo, Diploma in Diabetology (PGDD)",33 Years Experience Overall,33,700,4.5,HSR Layout,12.913107,77.636634,"http://www.google.com/maps/place/12.913107,77.636634","12.913107,77.636634",1,https://www.practo.com/bangalore/doctor/dr-thara-nair-general-physician,2025-09-04T22:42:52.789334,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
65,Swarna Das,general-physician,"MBBS, MD - General Medicine",33 Years Experience Overall  (30 years as specialist),33,950,3.5,Bannerghatta Road,12.89666,77.59855,"http://www.google.com/maps/place/12.89666,77.59855","12.89666,77.59855",1,https://www.practo.com/bangalore/doctor/dr-swarna-das-internal-medicine,2025-09-04T22:43:00.365726,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
66,Amarnath K A,general-physician,"MBBS, MD - General Medicine",21 Years Experience Overall,21,900,3.5,Yelahanka,13.0509374,77.5913499,"http://www.google.com/maps/place/13.0509374,77.5913499","13.0509374,77.5913499",1,https://www.practo.com/bangalore/doctor/dr-amarnath-k-a-general-physician,2025-09-04T22:43:05.412498,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
67,Rajshree Kedia,general-physician,"MBBS, DNB - Family Medicine",12 Years Experience Overall,12,750,4.0,Bangalore,12.992347956727,77.719740651155,"http://www.google.com/maps/place/12.992347956727,77.719740651155","12.992347956727,77.719740651155",1,https://www.practo.com/bangalore/doctor/rajshree-kedia-general-physician,2025-09-04T22:43:11.321874,20250904_223645,2025-09-05 08:35:42,2025-09-05 08:35:42
